order_id,customer_id,product_id,quantity,amount,status,payment_method,city,created_at
ORD000788,CUST0069,PROD024,1,35080.27,completed,Debit Card,Pune,2026-05-04 23:21:00
ORD000789,CUST0059,PROD009,1,106399.93,pending,Debit Card,Kolkata,2026-05-04 15:09:00
ORD000790,CUST0008,PROD029,1,136757.21,completed,UPI,Jaipur,2026-05-04 22:54:00
ORD000791,CUST0198,PROD011,1,80927.92,completed,Debit Card,Mumbai,2026-05-04 10:05:00
ORD000792,CUST0183,PROD043,1,195568.84,pending,Credit Card,Kolkata,2026-05-04 12:57:00
ORD000793,CUST0078,PROD047,1,111168.03,completed,Credit Card,Mumbai,2026-05-04 20:56:00
ORD000794,CUST0180,PROD026,1,184169.59,completed,Net Banking,Jaipur,2026-05-04 16:57:00
ORD000795,CUST0167,PROD026,1,162554.2,completed,Credit Card,Delhi,2026-05-04 22:44:00
ORD000796,CUST0190,PROD009,1,145294.36,completed,EMI,Hyderabad,2026-05-04 09:34:00
ORD000797,CUST0088,PROD049,1,63137.54,completed,UPI,Mumbai,2026-05-04 14:05:00
ORD000798,CUST0109,PROD033,2,122967.56,completed,UPI,Pune,2026-05-04 16:15:00
ORD000799,CUST0194,PROD042,1,25637.91,failed,Debit Card,Hyderabad,2026-05-04 16:40:00
ORD000800,CUST0191,PROD038,1,47982.6,completed,EMI,Surat,2026-05-04 08:29:00
