order_id,customer_id,product_id,quantity,amount,status,payment_method,city,created_at
ORD000920,CUST0046,PROD039,1,49739.31,completed,Credit Card,Surat,2026-05-05 17:10:00
ORD000921,CUST0124,PROD006,1,172622.54,returned,Credit Card,Kolkata,2026-05-05 22:40:00
ORD000922,CUST0157,PROD048,1,85116.18,completed,Net Banking,Ahmedabad,2026-05-05 20:10:00
ORD000923,CUST0195,PROD020,1,170954.25,completed,Net Banking,Jaipur,2026-05-05 08:48:00
ORD000924,CUST0073,PROD025,1,61862.92,completed,Debit Card,Delhi,2026-05-05 13:16:00
ORD000925,CUST0049,PROD001,1,39946.63,completed,EMI,Pune,2026-05-05 18:08:00
ORD000926,CUST0191,PROD024,2,376233.3,completed,Credit Card,Surat,2026-05-05 23:25:00
ORD000927,CUST0032,PROD025,2,397004.03,failed,Net Banking,Chennai,2026-05-05 10:26:00
ORD000928,CUST0090,PROD033,1,150563.66,completed,Credit Card,Mumbai,2026-05-05 21:16:00
ORD000929,CUST0123,PROD003,1,50110.82,failed,Credit Card,Mumbai,2026-05-05 20:59:00
ORD000930,CUST0038,PROD017,1,188908.72,completed,EMI,Bangalore,2026-05-05 12:16:00
ORD000931,CUST0099,PROD026,1,129234.73,completed,UPI,Jaipur,2026-05-05 08:07:00
ORD000932,CUST0065,PROD045,1,166119.99,completed,EMI,Kolkata,2026-05-05 14:56:00
ORD000933,CUST0187,PROD006,1,175403.57,completed,EMI,Pune,2026-05-05 17:46:00
ORD000934,CUST0102,PROD045,1,186073.29,completed,Net Banking,Ahmedabad,2026-05-05 12:17:00
ORD000935,CUST0135,PROD027,1,139566.72,completed,Debit Card,Bangalore,2026-05-05 08:06:00
ORD000936,CUST0125,PROD012,1,27731.21,completed,UPI,Ahmedabad,2026-05-05 13:23:00
ORD000937,CUST0195,PROD013,1,150232.98,completed,Debit Card,Ahmedabad,2026-05-05 14:11:00
ORD000938,CUST0022,PROD025,1,16881.23,completed,UPI,Pune,2026-05-05 11:55:00
ORD000939,CUST0195,PROD007,1,97553.16,completed,Credit Card,Mumbai,2026-05-05 08:37:00
ORD000940,CUST0097,PROD039,1,158565.31,completed,Credit Card,Ahmedabad,2026-05-05 09:06:00
ORD000941,CUST0095,PROD044,1,86460.7,failed,Credit Card,Chennai,2026-05-05 23:48:00
ORD000942,CUST0092,PROD022,1,122550.61,pending,UPI,Ahmedabad,2026-05-05 19:42:00
ORD000943,CUST0007,PROD039,2,370164.62,completed,EMI,Hyderabad,2026-05-05 20:46:00
ORD000944,CUST0122,PROD033,1,137550.48,completed,Net Banking,Mumbai,2026-05-05 15:23:00
ORD000945,CUST0189,PROD021,1,174813.34,completed,Net Banking,Surat,2026-05-05 18:01:00
ORD000946,CUST0090,PROD028,1,158997.91,failed,Debit Card,Delhi,2026-05-05 23:25:00
ORD000947,CUST0134,PROD037,1,142676.16,pending,EMI,Mumbai,2026-05-05 20:18:00
ORD000948,CUST0173,PROD036,1,60967.61,returned,Debit Card,Bangalore,2026-05-05 12:31:00
ORD000949,CUST0063,PROD014,1,108592.45,completed,UPI,Delhi,2026-05-05 22:07:00
ORD000950,CUST0084,PROD025,1,185871.62,completed,Net Banking,Hyderabad,2026-05-05 21:45:00
ORD000951,CUST0137,PROD041,1,133429.46,completed,UPI,Pune,2026-05-05 23:57:00
ORD000952,CUST0017,PROD042,1,184845.58,completed,Debit Card,Jaipur,2026-05-05 15:59:00
ORD000953,CUST0075,PROD006,1,52558.95,completed,Credit Card,Surat,2026-05-05 21:51:00
ORD000954,CUST0033,PROD021,2,229989.07,returned,EMI,Mumbai,2026-05-05 14:47:00
ORD000955,CUST0100,PROD028,1,38780.87,completed,Credit Card,Bangalore,2026-05-05 17:03:00
ORD000956,CUST0118,PROD021,1,108119.83,completed,Credit Card,Chennai,2026-05-05 15:06:00
ORD000957,CUST0038,PROD048,1,120691.22,completed,UPI,Surat,2026-05-05 23:43:00
ORD000958,CUST0071,PROD046,1,138031.09,completed,Net Banking,Ahmedabad,2026-05-05 18:19:00
ORD000959,CUST0086,PROD010,3,38108.29,pending,Net Banking,Chennai,2026-05-05 17:45:00
ORD000960,CUST0125,PROD047,2,73248.41,completed,Net Banking,Mumbai,2026-05-05 09:59:00
ORD000961,CUST0090,PROD049,1,95210.38,completed,UPI,Jaipur,2026-05-05 20:21:00
ORD000962,CUST0141,PROD026,1,39822.54,completed,Credit Card,Surat,2026-05-05 17:18:00
ORD000963,CUST0168,PROD011,2,123020.06,completed,Debit Card,Ahmedabad,2026-05-05 09:54:00
ORD000964,CUST0192,PROD013,1,44408.38,completed,UPI,Pune,2026-05-05 17:57:00
ORD000965,CUST0097,PROD028,1,171827.58,completed,Net Banking,Mumbai,2026-05-05 11:43:00
ORD000966,CUST0014,PROD008,3,110238.37,returned,Credit Card,Surat,2026-05-05 11:22:00
ORD000967,CUST0009,PROD008,1,81394.21,completed,Debit Card,Hyderabad,2026-05-05 21:09:00
ORD000968,CUST0172,PROD043,1,155393.89,completed,Debit Card,Kolkata,2026-05-05 13:41:00
ORD000969,CUST0031,PROD008,1,74096.66,completed,Debit Card,Jaipur,2026-05-05 16:40:00
ORD000970,CUST0123,PROD018,1,197482.51,completed,UPI,Surat,2026-05-05 15:01:00
ORD000971,CUST0112,PROD020,1,129274.38,completed,UPI,Pune,2026-05-05 13:24:00
ORD000972,CUST0048,PROD026,2,318499.07,pending,UPI,Kolkata,2026-05-05 10:45:00
ORD000973,CUST0183,PROD051,1,117359.17,completed,Net Banking,Delhi,2026-05-05 23:04:00
ORD000974,CUST0143,PROD029,1,36806.75,pending,UPI,Mumbai,2026-05-05 13:55:00
ORD000975,CUST0144,PROD017,1,33080.0,pending,UPI,Delhi,2026-05-05 12:36:00
ORD000976,CUST0044,PROD028,1,193288.92,returned,UPI,Chennai,2026-05-05 11:32:00
ORD000977,CUST0076,PROD043,2,208737.38,completed,Net Banking,Surat,2026-05-05 17:02:00
ORD000978,CUST0091,PROD039,1,182245.76,completed,Net Banking,Delhi,2026-05-05 23:44:00
ORD000979,CUST0056,PROD009,1,29190.94,completed,Net Banking,Surat,2026-05-05 09:15:00
ORD000980,CUST0020,PROD036,1,124839.86,completed,Debit Card,Bangalore,2026-05-05 19:17:00
ORD000981,CUST0109,PROD045,1,51580.95,completed,Net Banking,Delhi,2026-05-05 20:29:00
ORD000982,CUST0096,PROD037,1,39332.05,completed,EMI,Surat,2026-05-05 16:40:00
ORD000983,CUST0112,PROD025,2,127910.05,completed,EMI,Chennai,2026-05-05 13:26:00
ORD000984,CUST0141,PROD027,1,22887.15,completed,UPI,Pune,2026-05-05 10:17:00
ORD000985,CUST0058,PROD018,1,173902.09,completed,Debit Card,Chennai,2026-05-05 18:49:00
ORD000986,CUST0135,PROD047,1,25576.32,pending,EMI,Ahmedabad,2026-05-05 20:06:00
ORD000987,CUST0073,PROD036,1,114859.03,completed,UPI,Mumbai,2026-05-05 11:33:00
ORD000988,CUST0089,PROD048,2,157044.98,completed,EMI,Jaipur,2026-05-05 13:20:00
ORD000989,CUST0176,PROD033,1,52552.4,completed,Net Banking,Bangalore,2026-05-05 20:30:00
ORD000990,CUST0186,PROD041,1,11519.11,returned,Net Banking,Surat,2026-05-05 20:36:00
ORD000991,CUST0091,PROD030,1,88352.48,completed,Credit Card,Kolkata,2026-05-05 21:45:00
ORD000992,CUST0079,PROD027,1,18300.6,completed,UPI,Delhi,2026-05-05 15:19:00
ORD000993,CUST0148,PROD004,1,19632.18,completed,Credit Card,Jaipur,2026-05-05 10:46:00
ORD000994,CUST0109,PROD044,2,384942.12,completed,Net Banking,Ahmedabad,2026-05-05 23:51:00
ORD000995,CUST0137,PROD045,1,135677.74,completed,UPI,Surat,2026-05-05 23:32:00
ORD000996,CUST0109,PROD045,2,4899.54,completed,Credit Card,Chennai,2026-05-05 14:58:00
ORD000997,CUST0196,PROD034,1,34537.1,failed,Net Banking,Delhi,2026-05-05 09:38:00
ORD000998,CUST0014,PROD028,1,71304.37,completed,Net Banking,Pune,2026-05-05 19:53:00
ORD000999,CUST0139,PROD050,2,101405.06,pending,Credit Card,Hyderabad,2026-05-05 11:21:00
ORD001000,CUST0162,PROD037,1,1443.63,completed,Credit Card,Jaipur,2026-05-05 23:18:00
