order_id,customer_id,product_id,quantity,amount,status,payment_method,city,created_at
ORD000031,CUST0116,PROD003,1,62770.47,completed,Credit Card,Delhi,2026-05-01 09:22:00
ORD000032,CUST0149,PROD036,1,77511.4,returned,UPI,Ahmedabad,2026-05-01 10:39:00
ORD000033,CUST0016,PROD029,1,100771.59,completed,Credit Card,Delhi,2026-05-01 14:20:00
ORD000034,CUST0113,PROD034,1,88113.33,completed,Net Banking,Pune,2026-05-01 13:02:00
ORD000035,CUST0087,PROD044,1,82344.52,completed,Credit Card,Delhi,2026-05-01 19:58:00
ORD000036,CUST0065,PROD047,1,77925.66,pending,EMI,Bangalore,2026-05-01 18:06:00
ORD000037,CUST0090,PROD020,1,29143.39,returned,Debit Card,Bangalore,2026-05-01 18:05:00
ORD000038,CUST0085,PROD009,1,129054.8,completed,EMI,Delhi,2026-05-01 10:19:00
ORD000039,CUST0047,PROD014,1,73156.3,completed,Debit Card,Chennai,2026-05-01 21:32:00
ORD000040,CUST0026,PROD033,1,59861.92,completed,EMI,Mumbai,2026-05-01 15:08:00
ORD000041,CUST0097,PROD010,1,27077.89,completed,EMI,Bangalore,2026-05-01 18:56:00
ORD000042,CUST0061,PROD029,1,135595.9,completed,Debit Card,Chennai,2026-05-01 22:02:00
ORD000043,CUST0050,PROD024,3,471268.39,completed,EMI,Ahmedabad,2026-05-01 15:19:00
ORD000044,CUST0136,PROD027,1,76992.0,returned,Net Banking,Surat,2026-05-01 22:49:00
ORD000045,CUST0096,PROD036,1,128594.27,failed,EMI,Delhi,2026-05-01 12:55:00
ORD000046,CUST0132,PROD010,1,55284.74,pending,UPI,Chennai,2026-05-01 17:05:00
ORD000047,CUST0014,PROD026,1,6306.39,completed,Net Banking,Kolkata,2026-05-01 22:56:00
ORD000048,CUST0026,PROD046,1,64417.61,completed,Net Banking,Bangalore,2026-05-01 10:23:00
ORD000049,CUST0036,PROD049,2,190036.01,completed,Debit Card,Surat,2026-05-01 09:18:00
ORD000050,CUST0039,PROD036,1,51928.12,failed,EMI,Jaipur,2026-05-01 08:57:00
ORD000051,CUST0032,PROD004,1,48289.64,completed,EMI,Ahmedabad,2026-05-01 21:07:00
ORD000052,CUST0138,PROD002,2,200931.03,completed,EMI,Chennai,2026-05-01 10:07:00
ORD000053,CUST0062,PROD037,1,123346.72,completed,UPI,Jaipur,2026-05-01 12:18:00
ORD000054,CUST0130,PROD036,3,327815.56,completed,Debit Card,Mumbai,2026-05-01 19:04:00
ORD000055,CUST0018,PROD023,1,4231.22,completed,UPI,Surat,2026-05-01 20:23:00
ORD000056,CUST0165,PROD012,1,109656.28,pending,Debit Card,Ahmedabad,2026-05-01 18:08:00
ORD000057,CUST0118,PROD003,1,143492.68,completed,UPI,Chennai,2026-05-01 13:51:00
ORD000058,CUST0140,PROD031,2,207121.7,completed,Net Banking,Hyderabad,2026-05-01 09:20:00
ORD000059,CUST0085,PROD018,1,173293.72,completed,Credit Card,Kolkata,2026-05-01 19:55:00
ORD000060,CUST0087,PROD012,1,191339.22,completed,Debit Card,Pune,2026-05-01 20:47:00
ORD000061,CUST0111,PROD039,1,85474.86,returned,Net Banking,Jaipur,2026-05-01 16:51:00
ORD000062,CUST0076,PROD020,1,66255.39,completed,Debit Card,Bangalore,2026-05-01 17:20:00
ORD000063,CUST0091,PROD040,1,145635.79,returned,Credit Card,Mumbai,2026-05-01 22:22:00
ORD000064,CUST0192,PROD044,1,73298.28,completed,UPI,Bangalore,2026-05-01 10:42:00
ORD000065,CUST0166,PROD024,1,47962.32,completed,EMI,Mumbai,2026-05-01 22:02:00
ORD000066,CUST0114,PROD049,1,74821.31,completed,Net Banking,Jaipur,2026-05-01 12:43:00
ORD000067,CUST0030,PROD002,1,56458.54,completed,Debit Card,Jaipur,2026-05-01 19:25:00
ORD000068,CUST0067,PROD046,1,53092.82,completed,EMI,Hyderabad,2026-05-01 20:58:00
ORD000069,CUST0116,PROD012,1,170712.28,failed,Debit Card,Delhi,2026-05-01 23:12:00
ORD000070,CUST0139,PROD019,1,13921.94,failed,Net Banking,Bangalore,2026-05-01 18:42:00
ORD000071,CUST0036,PROD016,1,197041.36,pending,UPI,Pune,2026-05-01 19:32:00
ORD000072,CUST0157,PROD006,2,221554.58,completed,Debit Card,Ahmedabad,2026-05-01 19:29:00
ORD000073,CUST0033,PROD021,1,115404.78,completed,Debit Card,Ahmedabad,2026-05-01 21:49:00
ORD000074,CUST0164,PROD038,2,312544.21,completed,Net Banking,Kolkata,2026-05-01 19:08:00
ORD000075,CUST0043,PROD011,1,31449.23,completed,Net Banking,Pune,2026-05-01 09:53:00
ORD000076,CUST0142,PROD018,1,40063.28,completed,Credit Card,Surat,2026-05-01 17:54:00
ORD000077,CUST0149,PROD010,1,118769.47,completed,EMI,Surat,2026-05-01 10:32:00
ORD000078,CUST0008,PROD006,2,18393.42,completed,EMI,Hyderabad,2026-05-01 18:53:00
ORD000079,CUST0008,PROD032,1,124003.19,failed,EMI,Hyderabad,2026-05-01 14:49:00
ORD000080,CUST0104,PROD020,1,161662.32,completed,UPI,Bangalore,2026-05-01 17:30:00
ORD000081,CUST0156,PROD010,1,41599.78,completed,Credit Card,Pune,2026-05-01 22:26:00
ORD000082,CUST0028,PROD021,1,103480.56,completed,UPI,Hyderabad,2026-05-01 20:08:00
ORD000083,CUST0099,PROD040,1,11069.5,completed,Net Banking,Pune,2026-05-01 22:15:00
ORD000084,CUST0132,PROD030,1,100154.34,completed,Credit Card,Ahmedabad,2026-05-01 18:12:00
ORD000085,CUST0062,PROD014,2,203165.91,completed,UPI,Mumbai,2026-05-01 08:05:00
ORD000086,CUST0173,PROD031,1,168726.92,completed,UPI,Delhi,2026-05-01 17:31:00
ORD000087,CUST0196,PROD026,2,291547.66,completed,Debit Card,Mumbai,2026-05-01 21:08:00
ORD000088,CUST0130,PROD029,1,15631.89,completed,Credit Card,Surat,2026-05-01 14:23:00
ORD000089,CUST0087,PROD036,3,238158.7,failed,Net Banking,Chennai,2026-05-01 11:08:00
ORD000090,CUST0183,PROD022,1,8742.92,pending,EMI,Ahmedabad,2026-05-01 20:32:00
ORD000091,CUST0157,PROD021,2,57631.11,completed,EMI,Hyderabad,2026-05-01 12:38:00
ORD000092,CUST0182,PROD037,2,213870.32,completed,UPI,Pune,2026-05-01 18:32:00
ORD000093,CUST0079,PROD051,1,83890.93,failed,UPI,Surat,2026-05-01 18:43:00
ORD000094,CUST0199,PROD038,3,470393.03,completed,UPI,Surat,2026-05-01 23:16:00
ORD000095,CUST0199,PROD025,1,144515.11,completed,Net Banking,Mumbai,2026-05-01 23:10:00
ORD000096,CUST0039,PROD027,1,63424.12,completed,Debit Card,Jaipur,2026-05-01 11:12:00
ORD000097,CUST0181,PROD009,2,291505.49,completed,EMI,Pune,2026-05-01 23:55:00
ORD000098,CUST0118,PROD035,1,191380.37,completed,Credit Card,Hyderabad,2026-05-01 23:33:00
ORD000099,CUST0077,PROD015,3,169564.66,failed,Credit Card,Hyderabad,2026-05-01 23:12:00
ORD000100,CUST0090,PROD036,1,64090.43,failed,Credit Card,Hyderabad,2026-05-01 14:44:00
ORD000101,CUST0102,PROD023,1,76558.52,returned,Net Banking,Hyderabad,2026-05-01 11:36:00
ORD000102,CUST0114,PROD042,3,50177.81,completed,Debit Card,Chennai,2026-05-01 09:18:00
ORD000103,CUST0179,PROD018,1,186671.7,completed,EMI,Surat,2026-05-01 14:52:00
ORD000104,CUST0058,PROD041,1,181131.56,completed,UPI,Kolkata,2026-05-01 15:15:00
ORD000105,CUST0036,PROD001,1,136556.89,returned,Net Banking,Kolkata,2026-05-01 18:45:00
ORD000106,CUST0074,PROD021,1,151426.06,completed,UPI,Delhi,2026-05-01 23:30:00
ORD000107,CUST0010,PROD012,1,170216.14,completed,Net Banking,Mumbai,2026-05-01 15:34:00
ORD000108,CUST0075,PROD003,1,187385.08,completed,EMI,Surat,2026-05-01 20:50:00
ORD000109,CUST0165,PROD035,3,172881.16,completed,Net Banking,Jaipur,2026-05-01 11:59:00
ORD000110,CUST0042,PROD047,1,23415.82,completed,Credit Card,Bangalore,2026-05-01 22:17:00
ORD000111,CUST0173,PROD049,1,59709.12,completed,EMI,Kolkata,2026-05-01 08:47:00
ORD000112,CUST0025,PROD012,1,80765.22,returned,Debit Card,Pune,2026-05-01 21:32:00
ORD000113,CUST0193,PROD018,1,47867.96,returned,Credit Card,Surat,2026-05-01 15:00:00
ORD000114,CUST0016,PROD043,1,138860.64,completed,Credit Card,Bangalore,2026-05-01 08:16:00
ORD000115,CUST0181,PROD050,1,179128.45,completed,UPI,Hyderabad,2026-05-01 20:43:00
ORD000116,CUST0123,PROD010,1,191514.7,completed,EMI,Pune,2026-05-01 19:39:00
ORD000117,CUST0138,PROD043,1,94694.26,pending,Net Banking,Surat,2026-05-01 21:44:00
ORD000118,CUST0020,PROD037,1,141049.16,completed,EMI,Jaipur,2026-05-01 10:33:00
ORD000119,CUST0134,PROD029,1,33742.06,completed,Net Banking,Surat,2026-05-01 14:36:00
ORD000120,CUST0015,PROD030,2,179301.0,completed,Debit Card,Ahmedabad,2026-05-01 23:05:00
ORD000121,CUST0186,PROD002,1,161575.96,completed,UPI,Chennai,2026-05-01 09:35:00
ORD000122,CUST0139,PROD004,1,140376.29,failed,UPI,Ahmedabad,2026-05-01 10:02:00
ORD000123,CUST0197,PROD042,1,154025.21,returned,Debit Card,Pune,2026-05-01 09:18:00
ORD000124,CUST0097,PROD006,2,362893.2,completed,EMI,Bangalore,2026-05-01 20:28:00
ORD000125,CUST0136,PROD009,1,107913.98,completed,Net Banking,Mumbai,2026-05-01 19:07:00
ORD000126,CUST0109,PROD035,1,144099.42,completed,Net Banking,Chennai,2026-05-01 08:19:00
ORD000127,CUST0186,PROD049,1,38506.8,completed,Debit Card,Surat,2026-05-01 22:22:00
ORD000128,CUST0009,PROD029,1,21077.55,completed,UPI,Chennai,2026-05-01 08:15:00
ORD000129,CUST0194,PROD050,1,108411.74,completed,EMI,Hyderabad,2026-05-01 09:25:00
ORD000130,CUST0148,PROD039,2,231291.07,completed,Credit Card,Chennai,2026-05-01 15:52:00
ORD000131,CUST0057,PROD027,1,132381.93,completed,UPI,Jaipur,2026-05-01 17:56:00
ORD000132,CUST0013,PROD023,1,111613.84,failed,Debit Card,Jaipur,2026-05-01 13:40:00
ORD000133,CUST0097,PROD012,1,30693.45,completed,Debit Card,Chennai,2026-05-01 18:44:00
ORD000134,CUST0119,PROD004,2,59450.28,completed,Debit Card,Jaipur,2026-05-01 15:19:00
ORD000135,CUST0166,PROD006,1,41463.21,failed,Credit Card,Delhi,2026-05-01 12:24:00
ORD000136,CUST0155,PROD003,1,135060.39,pending,Net Banking,Surat,2026-05-01 14:03:00
ORD000137,CUST0078,PROD001,1,181499.44,completed,Net Banking,Delhi,2026-05-01 14:30:00
ORD000138,CUST0053,PROD026,1,121275.51,failed,EMI,Pune,2026-05-01 23:58:00
ORD000139,CUST0079,PROD017,1,130095.2,completed,Debit Card,Ahmedabad,2026-05-01 17:24:00
ORD000140,CUST0082,PROD014,3,283284.19,completed,Debit Card,Mumbai,2026-05-01 11:51:00
ORD000141,CUST0150,PROD038,1,52893.31,completed,Credit Card,Bangalore,2026-05-01 15:47:00
ORD000142,CUST0063,PROD032,1,114387.68,completed,Credit Card,Hyderabad,2026-05-01 14:21:00
ORD000143,CUST0044,PROD047,1,98628.01,pending,Net Banking,Bangalore,2026-05-01 23:46:00
ORD000144,CUST0165,PROD004,2,217769.55,completed,UPI,Mumbai,2026-05-01 23:11:00
ORD000145,CUST0018,PROD046,1,126509.26,completed,Net Banking,Jaipur,2026-05-01 08:26:00
ORD000146,CUST0158,PROD031,1,127907.63,completed,UPI,Mumbai,2026-05-01 22:23:00
ORD000147,CUST0138,PROD019,1,144716.07,completed,Debit Card,Bangalore,2026-05-01 21:00:00
ORD000148,CUST0050,PROD040,1,30629.75,completed,Credit Card,Hyderabad,2026-05-01 11:58:00
ORD000149,CUST0145,PROD016,1,81798.86,returned,Net Banking,Hyderabad,2026-05-01 20:05:00
ORD000150,CUST0009,PROD006,3,390985.94,completed,Debit Card,Jaipur,2026-05-01 10:41:00
ORD000151,CUST0022,PROD032,1,140865.89,pending,Credit Card,Surat,2026-05-01 23:03:00
ORD000152,CUST0055,PROD045,1,9466.84,failed,Debit Card,Hyderabad,2026-05-01 11:57:00
ORD000153,CUST0140,PROD037,1,185191.3,completed,Net Banking,Pune,2026-05-01 09:59:00
ORD000154,CUST0183,PROD026,1,150698.39,failed,Credit Card,Bangalore,2026-05-01 08:13:00
ORD000155,CUST0139,PROD022,2,156883.11,completed,Net Banking,Delhi,2026-05-01 15:36:00
ORD000156,CUST0020,PROD022,1,47195.89,completed,EMI,Surat,2026-05-01 19:03:00
ORD000157,CUST0116,PROD032,1,127190.1,completed,EMI,Kolkata,2026-05-01 20:49:00
ORD000158,CUST0022,PROD050,1,132473.37,completed,Net Banking,Delhi,2026-05-01 21:11:00
ORD000159,CUST0163,PROD010,1,142623.47,completed,Credit Card,Pune,2026-05-01 10:17:00
ORD000160,CUST0093,PROD049,1,62344.53,completed,Net Banking,Delhi,2026-05-01 11:05:00
ORD000161,CUST0105,PROD007,1,111392.81,completed,Credit Card,Jaipur,2026-05-01 13:27:00
ORD000162,CUST0099,PROD001,1,65560.96,completed,Debit Card,Delhi,2026-05-01 10:38:00
ORD000163,CUST0044,PROD009,1,137377.57,completed,Credit Card,Ahmedabad,2026-05-01 15:36:00
ORD000164,CUST0077,PROD031,1,55915.69,pending,Credit Card,Hyderabad,2026-05-01 12:04:00
ORD000165,CUST0051,PROD030,1,119167.07,completed,Credit Card,Mumbai,2026-05-01 15:46:00
ORD000166,CUST0085,PROD029,2,153194.96,completed,EMI,Bangalore,2026-05-01 20:21:00
ORD000167,CUST0123,PROD021,1,139362.86,completed,Debit Card,Pune,2026-05-01 17:20:00
ORD000168,CUST0148,PROD051,1,98709.95,completed,Debit Card,Hyderabad,2026-05-01 17:47:00
ORD000169,CUST0152,PROD035,1,113205.82,completed,EMI,Mumbai,2026-05-01 20:23:00
ORD000170,CUST0178,PROD005,1,159739.22,pending,Debit Card,Ahmedabad,2026-05-01 22:45:00
ORD000171,CUST0040,PROD046,1,51282.91,completed,Debit Card,Delhi,2026-05-01 12:40:00
ORD000172,CUST0130,PROD045,1,80759.62,completed,UPI,Pune,2026-05-01 22:38:00
ORD000173,CUST0091,PROD011,1,131862.38,completed,UPI,Surat,2026-05-01 10:06:00
ORD000174,CUST0028,PROD001,1,159449.78,completed,Net Banking,Jaipur,2026-05-01 20:48:00
ORD000175,CUST0174,PROD038,1,93149.04,completed,Net Banking,Pune,2026-05-01 15:28:00
ORD000176,CUST0022,PROD008,1,83778.53,pending,Net Banking,Pune,2026-05-01 08:30:00
ORD000177,CUST0124,PROD023,1,42165.8,completed,Debit Card,Ahmedabad,2026-05-01 17:21:00
ORD000178,CUST0030,PROD002,1,162226.81,pending,UPI,Bangalore,2026-05-01 18:04:00
ORD000179,CUST0144,PROD028,1,32866.17,returned,Net Banking,Kolkata,2026-05-01 15:33:00
ORD000180,CUST0008,PROD048,1,86994.19,completed,Net Banking,Ahmedabad,2026-05-01 13:11:00
ORD000181,CUST0072,PROD049,1,43743.64,completed,UPI,Surat,2026-05-01 21:24:00
ORD000182,CUST0084,PROD013,2,76408.39,completed,Credit Card,Ahmedabad,2026-05-01 11:51:00
ORD000183,CUST0030,PROD023,1,79115.65,completed,Debit Card,Surat,2026-05-01 18:38:00
ORD000184,CUST0158,PROD038,1,160321.86,completed,Net Banking,Pune,2026-05-01 13:52:00
ORD000185,CUST0178,PROD010,1,37425.04,completed,Debit Card,Surat,2026-05-01 11:15:00
ORD000186,CUST0163,PROD035,1,37964.17,completed,Net Banking,Jaipur,2026-05-01 12:36:00
ORD000187,CUST0116,PROD040,1,38231.8,completed,Credit Card,Mumbai,2026-05-01 13:31:00
ORD000188,CUST0144,PROD033,1,77404.27,completed,Debit Card,Ahmedabad,2026-05-01 23:08:00
ORD000189,CUST0022,PROD037,2,196501.38,completed,Net Banking,Hyderabad,2026-05-01 21:45:00
ORD000190,CUST0200,PROD030,1,58444.68,completed,Debit Card,Jaipur,2026-05-01 09:17:00
ORD000191,CUST0094,PROD035,1,155247.27,pending,UPI,Ahmedabad,2026-05-01 11:36:00
ORD000192,CUST0193,PROD016,1,166183.9,completed,UPI,Ahmedabad,2026-05-01 14:27:00
ORD000193,CUST0031,PROD050,2,36617.41,pending,Net Banking,Surat,2026-05-01 16:22:00
ORD000194,CUST0043,PROD040,1,126920.99,completed,Net Banking,Chennai,2026-05-01 19:55:00
ORD000195,CUST0138,PROD011,1,56935.2,completed,Credit Card,Hyderabad,2026-05-01 09:36:00
ORD000196,CUST0025,PROD009,1,180130.8,returned,Debit Card,Mumbai,2026-05-01 16:54:00
ORD000197,CUST0034,PROD016,1,140583.58,completed,Credit Card,Chennai,2026-05-01 16:55:00
ORD000198,CUST0161,PROD027,1,126847.63,completed,UPI,Delhi,2026-05-01 20:31:00
ORD000199,CUST0095,PROD030,1,139245.71,returned,Credit Card,Surat,2026-05-01 20:32:00
ORD000200,CUST0188,PROD030,1,146811.81,completed,Credit Card,Delhi,2026-05-01 08:55:00
